life_expectancy,alcohol,hepatitis_b,measles,polio,diphtheria,hiv/aids
69.1,4.68,92.0,0,9.0,9.0,0.9
75.3,3.755,98.0,16,98.0,98.0,0.1
75.1,1.39,98.0,15,98.0,98.0,0.1
74.9,1.29,98.0,16,98.0,98.0,0.1
74.9,1.3,97.0,48,97.0,97.0,0.1
74.8,1.29,98.0,11,98.0,98.0,0.1
74.8,1.28,98.0,1,98.0,98.0,0.1
74.7,1.4,99.0,1,99.0,99.0,0.1
74.7,1.37,99.0,2,99.0,99.0,0.1
74.6,1.24,98.0,4,98.0,98.0,0.1
74.4,1.46,99.0,3,99.0,99.0,0.1
74.2,1.37,97.0,15,98.0,98.0,0.1
74.0,1.36,96.0,1,97.0,97.0,0.1
73.7,1.34,92.0,22,95.0,95.0,0.1
73.5,1.17,93.0,98,96.0,96.0,0.1
73.2,1.19,94.0,231,98.0,98.0,0.1
72.9,1.21,94.0,47,97.0,97.0,0.1
75.8,3.755,97.0,342,97.0,97.0,0.1
75.5,1.45,96.0,565,96.0,96.0,0.1
75.2,1.41,97.0,7405,98.0,98.0,0.1
74.8,1.54,97.0,349,97.0,97.0,0.1
74.5,1.53,96.0,111,97.0,97.0,0.1
74.2,1.49,96.0,7,97.0,97.0,0.1
73.9,1.4,94.0,4,96.0,96.0,0.1
73.5,1.39,92.0,0,96.0,96.0,0.1
73.2,1.26,96.0,3,96.0,96.0,0.1
72.8,1.29,82.0,34,9.0,9.0,0.1
72.4,1.29,85.0,6200,9.0,9.0,0.1
72.0,1.35,77.0,8927,85.0,85.0,0.1
71.6,1.42,68.0,5844,69.0,68.0,0.1
71.2,1.47,72.0,7823,78.0,78.0,0.1
78.0,1.49,77.0,30509,88.0,88.0,0.1
74.0,1.54,71.0,16244,85.0,85.0,0.1
66.3,3.755,99.0,0,99.0,99.0,0.1
66.0,2.9,97.0,0,98.0,98.0,0.1
65.4,2.93,98.0,0,98.0,98.0,0.1
65.6,2.75,98.0,0,98.0,97.0,0.1
65.6,2.55,97.0,0,97.0,97.0,0.1
65.8,2.48,96.0,0,96.0,96.0,0.1
65.6,2.35,97.0,0,97.0,96.0,0.1
64.5,2.4,96.0,0,96.0,96.0,0.1
64.1,2.58,98.0,59,98.0,98.0,0.1
63.7,2.71,98.0,48,98.0,98.0,0.1
63.3,2.85,99.0,0,99.0,99.0,0.1
63.5,2.86,96.0,1,98.0,97.0,0.1
63.4,2.88,97.0,1,66.0,83.0,0.1
63.3,2.33,96.0,11,99.0,98.0,0.1
64.0,2.35,92.0,9,94.0,95.0,0.1
63.8,2.9,92.0,113,98.0,97.0,0.1
72.1,0.01,9.0,0,9.0,9.0,0.1
62.3,3.755,78.0,478,82.0,78.0,3.1
61.5,0.01,78.0,314,82.0,78.0,3.2
67.0,0.01,78.0,7878,82.0,78.0,4.0
60.0,0.01,78.0,2027,82.0,78.0,4.6
59.3,10.22,82.0,3312,82.0,82.0,6.8
58.4,10.03,8.0,1313,79.0,8.0,8.0
57.5,9.63,79.0,1601,78.0,79.0,8.1
56.3,9.79,71.0,1319,69.0,71.0,8.2
55.5,9.65,73.0,3776,7.0,73.0,8.4
54.9,9.81,64.0,5736,62.0,64.0,8.6
53.2,10.09,64.0,22,59.0,64.0,8.7
51.3,9.89,62.0,141,58.0,62.0,8.9
51.0,10.16,44.0,29429,57.0,59.0,9.4
48.8,10.42,29.0,49871,57.0,57.0,10.0
47.7,10.57,92.0,48543,56.0,55.0,10.8
46.6,10.47,92.0,42554,55.0,52.0,11.6
71.3,3.755,22.0,105,51.0,23.0,0.2
78.0,8.06,22.0,0,45.0,23.0,0.2
71.0,8.44,46.0,0,72.0,76.0,0.2
77.0,8.44,46.0,12746,72.0,76.0,0.2
75.0,8.48,21.0,1333,54.0,5.0,0.2
69.8,8.39,48.0,39,57.0,52.0,0.2
69.2,8.71,66.0,0,74.0,71.0,0.3
67.7,9.46,84.0,48,91.0,9.0,0.4
67.5,8.86,92.0,1005,98.0,98.0,0.7
67.7,7.99,96.0,42724,99.0,98.0,0.8
67.0,7.31,97.0,2392,95.0,96.0,0.9
67.4,6.79,98.0,146,99.0,99.0,1.0
67.6,5.92,77.0,411,99.0,97.0,0.9
67.6,4.89,48.0,7587,99.0,99.0,0.9
67.7,4.31,7.0,16970,99.0,99.0,0.8
67.5,4.49,4.0,817,99.0,99.0,0.7
77.1,3.755,99.0,347,99.0,99.0,0.1
76.9,1.91,99.0,344,99.0,99.0,0.1
76.7,1.82,98.0,0,98.0,98.0,0.1
76.5,1.75,96.0,132,96.0,96.0,0.1
76.3,1.73,95.0,0,95.0,95.0,0.1
76.2,1.69,94.0,87,94.0,94.0,0.1
76.0,1.73,93.0,0,94.0,93.0,0.1
75.8,1.86,92.0,55,94.0,92.0,0.1
75.6,1.69,92.0,0,94.0,92.0,0.1
75.4,1.74,92.0,0,94.0,92.0,0.1
75.3,1.79,92.0,29,94.0,94.0,0.1
75.1,1.77,92.0,22,94.0,94.0,0.1
74.9,1.74,92.0,42,94.0,94.0,0.1
74.7,1.72,92.0,53,94.0,94.0,0.1
74.5,1.67,92.0,30,94.0,94.0,0.1
74.2,1.64,92.0,69,94.0,94.0,0.1
81.2,10.66,92.0,91,96.0,96.0,0.1
81.0,10.37,92.0,133,95.0,95.0,0.1
87.0,10.32,92.0,1919,95.0,95.0,0.1
86.0,10.42,92.0,2092,95.0,95.0,0.1
86.0,10.68,92.0,1112,95.0,95.0,0.1
82.0,10.88,92.0,443,94.0,94.0,0.1
81.0,10.79,92.0,1212,93.0,93.0,0.1
79.6,11.47,92.0,1445,92.0,92.0,0.1
79.5,11.84,92.0,1022,92.0,92.0,0.1
79.3,11.61,92.0,764,92.0,92.0,0.1
79.0,12.05,92.0,79,91.0,91.0,0.1
78.8,12.22,92.0,189,92.0,92.0,0.1
78.3,11.85,92.0,460,91.0,91.0,0.1
78.2,11.44,92.0,314,91.0,91.0,0.1
78.0,10.91,92.0,73,91.0,91.0,0.1
77.8,10.59,92.0,104,91.0,91.0,0.1
61.8,3.755,98.0,30,96.0,98.0,1.4
67.0,0.01,97.0,88,97.0,97.0,1.4
59.7,4.2,91.0,185,91.0,91.0,2.1
58.6,3.98,92.0,1668,9.0,92.0,2.4
58.3,4.04,9.0,1622,88.0,9.0,3.1
57.5,4.19,91.0,167,94.0,91.0,4.6
56.9,3.97,85.0,1574,88.0,85.0,6.4
56.2,3.44,86.0,3413,89.0,86.0,7.4
54.5,4.4,83.0,7726,88.0,83.0,8.5
53.1,4.07,9.0,2362,91.0,9.0,9.4
52.2,3.94,9.0,23,91.0,9.0,10.0
51.5,3.81,95.0,1419,95.0,95.0,10.8
58.0,2.34,95.0,1673,97.0,95.0,11.5
52.0,3.37,89.0,5131,91.0,89.0,12.1
49.6,4.09,92.0,11847,65.0,87.0,12.5
49.2,3.89,92.0,14649,64.0,79.0,12.8
79.3,3.755,92.0,188,93.0,95.0,0.1
79.1,8.82,92.0,667,93.0,95.0,0.1
78.9,8.82,91.0,187,93.0,94.0,0.1
78.8,8.82,9.0,55,93.0,94.0,0.1
78.7,8.67,91.0,220,94.0,96.0,0.1
78.7,8.55,92.0,63,93.0,95.0,0.1
78.5,8.71,92.0,71,93.0,95.0,0.1
78.2,8.74,94.0,140,94.0,96.0,0.1
78.1,8.74,93.0,43,93.0,96.0,0.1
77.8,8.63,93.0,55,93.0,96.0,0.1
77.5,8.52,93.0,66,92.0,96.0,0.1
77.5,8.48,92.0,37,92.0,96.0,0.1
77.2,8.4,92.0,56,91.0,96.0,0.1
77.0,8.33,88.0,41,9.0,94.0,0.1
76.9,8.25,89.0,116,89.0,94.0,0.1
76.8,8.21,9.0,85,9.0,94.0,0.1
77.0,3.755,95.0,0,95.0,95.0,0.1
76.8,6.03,95.0,0,95.0,95.0,0.1
76.8,5.82,94.0,0,94.0,94.0,0.1
76.5,5.77,95.0,0,95.0,95.0,0.1
77.0,5.97,95.0,0,95.0,95.0,0.1
76.3,6.21,95.0,0,95.0,95.0,0.1
76.6,6.67,95.0,0,95.0,95.0,0.1
76.4,6.76,94.0,0,94.0,94.0,0.1
75.4,6.67,94.0,0,94.0,94.0,0.1
76.2,6.58,95.0,0,95.0,95.0,0.1
75.7,6.35,96.0,0,96.0,96.0,0.1
75.4,5.66,94.0,0,95.0,94.0,0.1
75.4,5.11,91.0,0,91.0,91.0,0.1
75.4,5.86,95.0,0,93.0,95.0,0.1
75.2,6.48,94.0,0,94.0,94.0,0.1
75.1,6.65,92.0,0,92.0,9.0,0.1
69.4,3.755,99.0,22,99.0,99.0,0.1
69.2,0.01,99.0,8,99.0,99.0,0.1
69.1,0.01,99.0,0,99.0,99.0,0.1
68.8,0.01,99.0,0,99.0,99.0,0.1
68.5,2.83,99.0,476,99.0,99.0,0.1
68.3,2.73,99.0,117,99.0,99.0,0.2
68.0,2.56,98.0,0,99.0,98.0,0.2
67.9,2.36,91.0,2,98.0,98.0,0.3
67.8,2.15,99.0,863,98.0,96.0,0.3
67.6,1.96,98.0,823,94.0,96.0,0.4
67.3,1.78,99.0,737,99.0,99.0,0.3
67.8,1.59,99.0,75,99.0,99.0,0.3
67.2,1.54,99.0,85,99.0,98.0,0.3
67.1,1.47,62.0,25,99.0,99.0,0.2
67.4,1.53,92.0,22,99.0,99.0,0.2
67.1,1.6,92.0,80,99.0,99.0,0.1
72.0,3.755,64.0,39,65.0,64.0,0.1
71.7,0.01,64.0,10,65.0,64.0,0.1
71.6,0.01,64.0,0,65.0,64.0,0.1
71.4,0.01,64.0,0,65.0,64.0,0.1
71.2,0.85,63.0,0,65.0,65.0,0.1
71.0,0.91,62.0,0,66.0,65.0,0.1
78.0,0.83,62.0,0,66.0,66.0,0.1
75.0,1.18,61.0,0,66.0,67.0,0.1
73.0,1.01,6.0,0,67.0,67.0,0.1
71.0,1.0,59.0,0,67.0,68.0,0.1
69.9,0.88,61.0,3,67.0,68.0,0.1
69.6,0.85,63.0,0,67.0,69.0,0.1
69.4,1.2,64.0,165,67.0,69.0,0.1
69.3,1.24,66.0,101,67.0,7.0,0.1
69.1,0.91,68.0,7,67.0,7.0,0.1
69.0,1.21,7.0,9,67.0,71.0,0.1
74.1,3.755,87.0,0,87.0,87.0,0.1
73.9,6.47,78.0,0,79.0,78.0,0.1
73.8,6.71,82.0,0,82.0,82.0,0.1
73.7,6.7,81.0,1,73.0,81.0,0.1
73.8,6.74,78.0,0,78.0,78.0,0.1
73.7,7.22,78.0,0,74.0,78.0,0.1
73.6,7.59,84.0,0,75.0,84.0,0.1
73.2,8.18,53.0,0,76.0,5.0,0.1
73.4,8.7,62.0,32,67.0,62.0,0.1
73.6,8.27,71.0,78,73.0,71.0,0.1
73.6,7.92,88.0,0,8.0,87.0,0.1
73.3,7.55,82.0,0,83.0,86.0,0.1
72.4,6.3,72.0,0,86.0,68.0,0.1
73.1,6.89,6.0,2392,81.0,65.0,0.1
72.5,8.05,53.0,115,87.0,7.0,0.1
72.5,8.01,5.0,22,86.0,77.0,0.1
76.0,3.755,97.0,256,97.0,97.0,0.1
75.9,4.09,95.0,15033,96.0,95.0,0.1
75.7,4.0,59.0,1123,93.0,59.0,0.1
75.6,4.12,97.0,578,97.0,97.0,0.1
75.4,3.94,95.0,750,96.0,95.0,0.1
75.2,3.93,88.0,2809,94.0,93.0,0.1
75.0,3.86,94.0,6582,97.0,96.0,0.1
74.9,3.58,87.0,352,93.0,93.0,0.2
74.7,3.01,67.0,17,92.0,92.0,0.2
74.6,2.56,93.0,1978,94.0,94.0,0.2
74.4,2.7,94.0,410,94.0,95.0,0.2
74.2,2.86,94.0,217,96.0,96.0,0.2
74.0,2.19,78.0,2297,96.0,99.0,0.2
73.8,2.03,92.0,6755,92.0,75.0,0.2
73.6,1.84,92.0,12058,96.0,96.0,0.1
73.4,1.6,92.0,16512,96.0,96.0,0.1
65.7,3.755,69.0,468,63.0,69.0,0.1
65.4,0.01,73.0,815,67.0,73.0,0.1
65.4,0.04,73.0,400,67.0,73.0,0.1
64.7,0.04,67.0,2177,68.0,67.0,0.1
64.6,0.04,69.0,2676,69.0,69.0,0.1
64.4,0.06,76.0,510,77.0,76.0,0.1
64.1,0.03,76.0,130,76.0,76.0,0.1
63.8,0.04,78.0,7,78.0,78.0,0.1
63.4,0.05,79.0,13,79.0,79.0,0.1
63.0,0.04,78.0,8079,78.0,78.0,0.1
62.6,0.04,8.0,6285,8.0,79.0,0.1
62.2,0.06,43.0,12708,72.0,72.0,0.1
61.9,0.04,38.0,8536,61.0,61.0,0.1
61.5,0.07,31.0,890,64.0,65.0,0.1
61.1,0.08,19.0,485,73.0,73.0,0.1
68.0,0.07,14.0,0,74.0,74.0,0.1
61.8,3.755,9.0,9,9.0,9.0,4.1
61.1,0.01,86.0,9,78.0,86.0,4.3
63.0,2.41,79.0,35,74.0,79.0,4.8
59.2,2.59,78.0,896,7.0,78.0,5.6
58.2,2.57,81.0,13234,83.0,81.0,6.3
58.0,2.47,83.0,15754,8.0,83.0,6.8
57.4,2.3,94.0,26,93.0,94.0,9.1
55.7,2.12,87.0,140,9.0,87.0,11.9
52.6,2.08,8.0,535,77.0,8.0,13.6
58.0,2.25,81.0,459,83.0,81.0,15.9
49.3,2.33,82.0,45,84.0,82.0,17.0
47.9,2.46,92.0,35,84.0,83.0,17.6
46.4,2.33,92.0,881,85.0,83.0,18.2
45.5,2.44,92.0,25036,85.0,84.0,18.4
44.6,2.61,92.0,16997,86.0,85.0,18.6
43.8,2.62,92.0,30930,85.0,85.0,18.7
67.0,3.755,87.0,0,88.0,87.0,6.2
59.2,6.5,91.0,0,92.0,91.0,6.3
58.0,6.39,95.0,0,95.0,95.0,6.8
56.6,6.09,97.0,0,95.0,95.0,8.8
54.9,6.0,94.0,0,93.0,93.0,13.3
52.4,5.21,9.0,9696,89.0,89.0,15.7
50.0,4.64,73.0,853,69.0,73.0,18.1
48.2,3.56,75.0,0,75.0,75.0,20.5
46.6,3.88,72.0,242,73.0,73.0,23.7
45.4,4.57,68.0,212,71.0,7.0,26.8
44.6,4.14,65.0,420,69.0,68.0,30.3
44.3,4.36,68.0,31,67.0,65.0,33.6
44.5,4.06,7.0,998,7.0,68.0,36.7
44.8,4.43,73.0,304,73.0,71.0,39.8
45.3,1.72,76.0,529,76.0,75.0,42.1
46.0,1.68,79.0,1483,78.0,78.0,43.5
